sample_id,agent_vs_gt_loc,agent_vs_gt_sloc,agent_vs_gt_loc_delta,agent_vs_gt_sloc_delta,agent_vs_gt_diff_lines_added,agent_vs_gt_diff_lines_removed,agent_vs_gt_diff_total_change,agent_vs_gt_diff_hunks,bypass_vs_gt_loc,bypass_vs_gt_sloc,bypass_vs_gt_loc_delta,bypass_vs_gt_sloc_delta,bypass_vs_gt_diff_lines_added,bypass_vs_gt_diff_lines_removed,bypass_vs_gt_diff_total_change,bypass_vs_gt_diff_hunks,agent_vs_bypass_loc,agent_vs_bypass_sloc,agent_vs_bypass_loc_delta,agent_vs_bypass_sloc_delta,agent_vs_bypass_diff_lines_added,agent_vs_bypass_diff_lines_removed,agent_vs_bypass_diff_total_change,agent_vs_bypass_diff_hunks,gt_loc,gt_sloc,gt_loc_delta,gt_sloc_delta,gt_diff_lines_added,gt_diff_lines_removed,gt_diff_total_change,gt_diff_hunks,n_commits_a,n_commits_b,n_commits_total
369786533796-1,58.0,51.0,58.0,51.0,-109.0,-168.0,-277.0,2.0,60.0,50.0,60.0,50.0,-106.0,-167.0,-273.0,1.0,-2.0,1.0,-2.0,1.0,-3.0,-1.0,-4.0,1.0,205.0,168.0,-43.0,-38.0,127.0,171.0,298.0,3.0,2,8,10
371824998441-1,-24.0,-16.0,-24.0,-16.0,-82.0,-58.0,-140.0,-2.0,-33.0,-24.0,-33.0,-24.0,-93.0,-60.0,-153.0,-5.0,9.0,8.0,9.0,8.0,11.0,2.0,13.0,3.0,758.0,570.0,33.0,24.0,97.0,64.0,161.0,8.0,7,2,9
377849635108-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,136.0,95.0,2.0,2.0,2.0,0.0,2.0,1.0,1,1,2
380378091414-1,3.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,412.0,350.0,15.0,15.0,28.0,13.0,41.0,2.0,2,1,3
383851257846-1,34.0,22.0,34.0,22.0,-62.0,-96.0,-158.0,0.0,-18.0,-15.0,-18.0,-15.0,-45.0,-27.0,-72.0,3.0,52.0,37.0,52.0,37.0,-17.0,-69.0,-86.0,-3.0,1239.0,961.0,-72.0,-57.0,135.0,207.0,342.0,7.0,1,1,2
387387732626-1,-152.0,-127.0,-152.0,-127.0,-330.0,-178.0,-508.0,-15.0,7.0,-2.0,7.0,-2.0,-162.0,-169.0,-331.0,-10.0,-159.0,-125.0,-159.0,-125.0,-168.0,-9.0,-177.0,-5.0,3822.0,2828.0,161.0,136.0,346.0,185.0,531.0,25.0,3,1,4
39763624666-1,-11.0,-12.0,-11.0,-12.0,-87.0,-76.0,-163.0,-29.0,32.0,36.0,32.0,36.0,-87.0,-119.0,-206.0,-20.0,-43.0,-48.0,-43.0,-48.0,0.0,43.0,43.0,-9.0,1759.0,1420.0,99.0,95.0,237.0,138.0,375.0,38.0,10,15,25
398726730431-1,-10.0,-6.0,-10.0,-6.0,-157.0,-147.0,-304.0,-38.0,-6.0,-6.0,-6.0,-6.0,-160.0,-154.0,-314.0,-37.0,-4.0,0.0,-4.0,0.0,3.0,7.0,10.0,-1.0,3361.0,2647.0,7.0,3.0,167.0,160.0,327.0,41.0,6,36,42
403639451004-1,-2.0,-1.0,-2.0,-1.0,-1.0,1.0,0.0,-2.0,-85.0,-72.0,-85.0,-72.0,-103.0,-18.0,-121.0,-17.0,83.0,71.0,83.0,71.0,102.0,19.0,121.0,15.0,938.0,704.0,187.0,135.0,206.0,19.0,225.0,19.0,7,1,8
409327940943-1,0.0,-3.0,0.0,-3.0,2.0,2.0,4.0,-2.0,21.0,19.0,21.0,19.0,-8.0,-29.0,-37.0,-4.0,-21.0,-22.0,-21.0,-22.0,10.0,31.0,41.0,2.0,848.0,650.0,-10.0,-13.0,20.0,30.0,50.0,7.0,21,3,24
409702885303-1,0.0,0.0,0.0,0.0,7.0,7.0,14.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-1.0,2.0,2.0,2.0,2.0,9.0,7.0,16.0,3.0,408.0,337.0,-1.0,-1.0,11.0,12.0,23.0,6.0,1,1,2
410944372777-1,1.0,1.0,1.0,1.0,-5.0,-6.0,-11.0,0.0,-13.0,-13.0,-13.0,-13.0,-67.0,-54.0,-121.0,-5.0,14.0,14.0,14.0,14.0,62.0,48.0,110.0,5.0,177.0,123.0,14.0,14.0,69.0,55.0,124.0,6.0,3,1,4
412536199125-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,133.0,104.0,4.0,4.0,4.0,0.0,4.0,3.0,1,1,2
413716776851-1,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,2.0,-4.0,-3.0,-4.0,-3.0,-18.0,-14.0,-32.0,-1.0,3.0,2.0,3.0,2.0,18.0,15.0,33.0,3.0,483.0,421.0,7.0,6.0,24.0,17.0,41.0,3.0,13,10,23
414324359168-1,-110.0,-45.0,-110.0,-45.0,-253.0,-143.0,-396.0,-9.0,-120.0,-59.0,-120.0,-59.0,-262.0,-142.0,-404.0,-18.0,10.0,14.0,10.0,14.0,9.0,-1.0,8.0,9.0,1095.0,738.0,137.0,73.0,299.0,162.0,461.0,24.0,8,4,12
416581719268-1,-168.0,-133.0,-168.0,-133.0,-169.0,-1.0,-170.0,-1.0,-32.0,-25.0,-32.0,-25.0,-160.0,-128.0,-288.0,-1.0,-136.0,-108.0,-136.0,-108.0,-9.0,127.0,118.0,0.0,578.0,473.0,33.0,28.0,180.0,147.0,327.0,3.0,1,1,2
416634263862-1,-15.0,-18.0,-15.0,-18.0,-44.0,-29.0,-73.0,-4.0,-17.0,-17.0,-17.0,-17.0,-57.0,-40.0,-97.0,-18.0,2.0,-1.0,2.0,-1.0,13.0,11.0,24.0,14.0,523.0,472.0,34.0,32.0,75.0,41.0,116.0,20.0,3,3,6
416718946157-1,24.0,14.0,24.0,14.0,19.0,-5.0,14.0,-1.0,-26.0,-24.0,-26.0,-24.0,-35.0,-9.0,-44.0,-2.0,50.0,38.0,50.0,38.0,54.0,4.0,58.0,1.0,225.0,181.0,32.0,27.0,43.0,11.0,54.0,4.0,1,1,2
41736855244-1,-2.0,0.0,-2.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,265.0,195.0,26.0,19.0,28.0,2.0,30.0,4.0,1,4,5
418296772343-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-3.0,-2.0,-3.0,-2.0,-4.0,-1.0,-5.0,-2.0,3.0,2.0,3.0,2.0,5.0,2.0,7.0,3.0,1074.0,802.0,4.0,3.0,5.0,1.0,6.0,3.0,1,1,2
426139487356-1,271.0,195.0,271.0,195.0,106.0,-165.0,-59.0,-12.0,21.0,7.0,21.0,7.0,-142.0,-163.0,-305.0,-4.0,250.0,188.0,250.0,188.0,248.0,-2.0,246.0,-8.0,1699.0,1377.0,100.0,93.0,277.0,177.0,454.0,20.0,34,9,43
426624007482-1,33.0,24.0,33.0,24.0,29.0,-4.0,25.0,0.0,-149.0,-115.0,-149.0,-115.0,-180.0,-31.0,-211.0,-9.0,182.0,139.0,182.0,139.0,209.0,27.0,236.0,9.0,582.0,483.0,149.0,117.0,188.0,39.0,227.0,14.0,6,1,7
428709047342-1,92.0,63.0,92.0,63.0,-29.0,-121.0,-150.0,-10.0,95.0,65.0,95.0,65.0,-28.0,-123.0,-151.0,-10.0,-3.0,-2.0,-3.0,-2.0,-1.0,2.0,1.0,0.0,679.0,552.0,-92.0,-63.0,32.0,124.0,156.0,13.0,1,14,15
431213158576-1,50.0,38.0,50.0,38.0,22.0,-28.0,-6.0,3.0,23.0,17.0,23.0,17.0,-6.0,-29.0,-35.0,1.0,27.0,21.0,27.0,21.0,28.0,1.0,29.0,2.0,452.0,315.0,-5.0,-1.0,37.0,42.0,79.0,12.0,2,1,3
431914205617-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,8.0,2.0,2.0,3.0,1.0,4.0,1.0,2,9,11
434933580719-1,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,12.0,12.0,12.0,12.0,-17.0,-29.0,-46.0,-3.0,-12.0,-12.0,-12.0,-12.0,19.0,31.0,50.0,5.0,784.0,692.0,-14.0,-14.0,19.0,33.0,52.0,6.0,1,1,2
435705564173-1,-4.0,-1.0,-4.0,-1.0,-2.0,2.0,0.0,0.0,-19.0,-12.0,-19.0,-12.0,-26.0,-7.0,-33.0,-2.0,15.0,11.0,15.0,11.0,24.0,9.0,33.0,2.0,77.0,60.0,19.0,12.0,27.0,8.0,35.0,3.0,1,1,2
43632899249-1,13.0,7.0,13.0,7.0,2.0,-11.0,-9.0,1.0,-16.0,-16.0,-16.0,-16.0,-25.0,-9.0,-34.0,-3.0,29.0,23.0,29.0,23.0,27.0,-2.0,25.0,4.0,660.0,531.0,35.0,28.0,62.0,27.0,89.0,11.0,5,2,7
436366465098-1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-5.0,-5.0,-5.0,-5.0,-25.0,-20.0,-45.0,-1.0,6.0,5.0,6.0,5.0,26.0,20.0,46.0,1.0,226.0,187.0,11.0,11.0,31.0,20.0,51.0,6.0,1,1,2
443254717292-1,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,2.0,-10.0,-8.0,-10.0,-8.0,-10.0,0.0,-10.0,0.0,10.0,7.0,10.0,7.0,11.0,1.0,12.0,2.0,391.0,289.0,22.0,17.0,23.0,1.0,24.0,6.0,1,2,3
447829790275-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2,1,3
45020413971-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,101.0,73.0,0.0,0.0,2.0,2.0,4.0,2.0,1,3,4
45123200806-1,-213.0,-175.0,-213.0,-175.0,-14.0,199.0,185.0,-5.0,120.0,58.0,120.0,58.0,48.0,-72.0,-24.0,-6.0,-333.0,-233.0,-333.0,-233.0,-62.0,271.0,209.0,1.0,804.0,626.0,-107.0,-94.0,17.0,124.0,141.0,9.0,2,6,8
453683683380-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,-1.0,-6.0,-7.0,-2.0,-5.0,-5.0,-5.0,-5.0,2.0,7.0,9.0,3.0,591.0,540.0,-5.0,-5.0,2.0,7.0,9.0,3.0,1,1,2
455519918518-1,-1.0,-1.0,-1.0,-1.0,2.0,3.0,5.0,2.0,-9.0,-7.0,-9.0,-7.0,-18.0,-9.0,-27.0,-4.0,8.0,6.0,8.0,6.0,20.0,12.0,32.0,6.0,220.0,183.0,8.0,6.0,19.0,11.0,30.0,5.0,4,1,5
457742052412-1,-18.0,-15.0,-18.0,-15.0,-14.0,4.0,-10.0,1.0,-50.0,-51.0,-50.0,-51.0,-54.0,-4.0,-58.0,-1.0,32.0,36.0,32.0,36.0,40.0,8.0,48.0,2.0,186.0,153.0,115.0,97.0,130.0,15.0,145.0,3.0,12,4,16
464900646413-1,-423.0,-382.0,-423.0,-382.0,-460.0,-37.0,-497.0,-21.0,-108.0,-125.0,-108.0,-125.0,-462.0,-354.0,-816.0,-23.0,-315.0,-257.0,-315.0,-257.0,2.0,317.0,319.0,2.0,1910.0,1550.0,108.0,125.0,464.0,356.0,820.0,25.0,13,2,15
465076645771-1,-7.0,-2.0,-7.0,-2.0,0.0,7.0,7.0,0.0,-119.0,-101.0,-119.0,-101.0,-138.0,-19.0,-157.0,-4.0,112.0,99.0,112.0,99.0,138.0,26.0,164.0,4.0,387.0,325.0,123.0,105.0,168.0,45.0,213.0,8.0,7,1,8
465318928594-1,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,-3.0,-3.0,-3.0,-3.0,-4.0,-1.0,-5.0,-2.0,421.0,321.0,-5.0,-2.0,6.0,11.0,17.0,5.0,4,2,6
469334552230-1,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-11.0,-9.0,-11.0,-9.0,-11.0,0.0,-11.0,0.0,10.0,9.0,10.0,9.0,10.0,0.0,10.0,0.0,58.0,40.0,58.0,40.0,58.0,0.0,58.0,1.0,22,2,24
471473055317-1,-22.0,-22.0,-22.0,-22.0,-23.0,-1.0,-24.0,-1.0,-11.0,-11.0,-11.0,-11.0,-13.0,-2.0,-15.0,0.0,-11.0,-11.0,-11.0,-11.0,-10.0,1.0,-9.0,-1.0,202.0,189.0,26.0,26.0,28.0,2.0,30.0,4.0,3,1,4
471979962580-1,-8.0,5.0,-8.0,5.0,-22.0,-14.0,-36.0,-2.0,-96.0,-69.0,-96.0,-69.0,-123.0,-27.0,-150.0,-4.0,88.0,74.0,88.0,74.0,101.0,13.0,114.0,2.0,357.0,300.0,134.0,106.0,164.0,30.0,194.0,9.0,1,9,10
472663786750-1,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-3.0,-2.0,-4.0,-4.0,-4.0,-4.0,-8.0,-4.0,-12.0,-1.0,3.0,3.0,3.0,3.0,6.0,3.0,9.0,-1.0,453.0,350.0,21.0,17.0,34.0,13.0,47.0,8.0,1,2,3
472873765214-1,16.0,13.0,16.0,13.0,16.0,0.0,16.0,-1.0,-12.0,-9.0,-12.0,-9.0,-16.0,-4.0,-20.0,-3.0,28.0,22.0,28.0,22.0,32.0,4.0,36.0,2.0,745.0,617.0,13.0,10.0,25.0,12.0,37.0,8.0,3,2,5
475948833413-1,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-75.0,-65.0,-75.0,-65.0,-87.0,-12.0,-99.0,-1.0,74.0,65.0,74.0,65.0,86.0,12.0,98.0,1.0,110.0,92.0,76.0,66.0,88.0,12.0,100.0,2.0,8,3,11
484078980058-1,-144.0,-122.0,-144.0,-122.0,-170.0,-26.0,-196.0,-7.0,-283.0,-218.0,-283.0,-218.0,-328.0,-45.0,-373.0,-2.0,139.0,96.0,139.0,96.0,158.0,19.0,177.0,-5.0,1346.0,1069.0,335.0,260.0,398.0,63.0,461.0,15.0,8,4,12
487745008256-1,-9.0,-11.0,-9.0,-11.0,0.0,9.0,9.0,-2.0,4.0,7.0,4.0,7.0,-112.0,-116.0,-228.0,-5.0,-13.0,-18.0,-13.0,-18.0,112.0,125.0,237.0,3.0,398.0,331.0,3.0,0.0,123.0,120.0,243.0,9.0,5,11,16
488112880526-1,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,-5.0,-6.0,-5.0,-6.0,-10.0,-5.0,-15.0,-4.0,7.0,6.0,7.0,6.0,12.0,5.0,17.0,5.0,192.0,151.0,5.0,6.0,11.0,6.0,17.0,5.0,3,8,11
492094294886-1,-2.0,0.0,-2.0,0.0,-1.0,1.0,0.0,1.0,-6.0,-3.0,-6.0,-3.0,-6.0,0.0,-6.0,0.0,4.0,3.0,4.0,3.0,5.0,1.0,6.0,1.0,213.0,166.0,10.0,6.0,10.0,0.0,10.0,1.0,10,2,12
495583195657-1,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,40.0,38.0,2.0,1.0,2.0,0.0,2.0,2.0,3,1,4
506396780306-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,8.0,-2.0,8.0,-2.0,-6.0,-14.0,-20.0,-1.0,-8.0,2.0,-8.0,2.0,7.0,15.0,22.0,1.0,50.0,41.0,-10.0,2.0,6.0,16.0,22.0,2.0,1,2,3
50897849942-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,70.0,57.0,4.0,4.0,4.0,0.0,4.0,2.0,3,1,4
511088739143-1,-27.0,-20.0,-27.0,-20.0,-13.0,14.0,1.0,4.0,-12.0,-11.0,-12.0,-11.0,-25.0,-13.0,-38.0,-3.0,-15.0,-9.0,-15.0,-9.0,12.0,27.0,39.0,7.0,523.0,379.0,31.0,23.0,52.0,21.0,73.0,7.0,2,2,4
511196211160-1,212.0,192.0,212.0,192.0,16.0,-196.0,-180.0,3.0,221.0,196.0,221.0,196.0,23.0,-198.0,-175.0,2.0,-9.0,-4.0,-9.0,-4.0,-7.0,2.0,-5.0,1.0,162.0,84.0,-177.0,-161.0,24.0,201.0,225.0,6.0,15,1,16
511600122325-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,269.0,217.0,2.0,2.0,4.0,2.0,6.0,3.0,2,2,4
514749726947-1,-54.0,-36.0,-54.0,-36.0,-22.0,32.0,10.0,0.0,-104.0,-79.0,-104.0,-79.0,-125.0,-21.0,-146.0,-4.0,50.0,43.0,50.0,43.0,103.0,53.0,156.0,4.0,599.0,499.0,105.0,80.0,132.0,27.0,159.0,9.0,3,1,4
514967041401-1,46.0,57.0,46.0,57.0,16.0,-30.0,-14.0,-2.0,380.0,325.0,380.0,325.0,-33.0,-413.0,-446.0,-12.0,-334.0,-268.0,-334.0,-268.0,49.0,383.0,432.0,10.0,686.0,581.0,-376.0,-321.0,39.0,415.0,454.0,14.0,5,9,14
516357586965-1,-174.0,-133.0,-174.0,-133.0,-181.0,-7.0,-188.0,-11.0,-46.0,-33.0,-46.0,-33.0,-164.0,-118.0,-282.0,-8.0,-128.0,-100.0,-128.0,-100.0,-17.0,111.0,94.0,-3.0,1843.0,1549.0,54.0,41.0,182.0,128.0,310.0,12.0,21,1,22
519281069297-1,277.0,311.0,277.0,311.0,923.0,646.0,1569.0,-24.0,-48.0,-42.0,-48.0,-42.0,-80.0,-32.0,-112.0,-15.0,325.0,353.0,325.0,353.0,1003.0,678.0,1681.0,-9.0,921.0,729.0,48.0,48.0,248.0,200.0,448.0,25.0,1,4,5
522196544727-1,-14.0,0.0,-14.0,0.0,-15.0,-1.0,-16.0,0.0,-86.0,-58.0,-86.0,-58.0,-116.0,-30.0,-146.0,0.0,72.0,58.0,72.0,58.0,101.0,29.0,130.0,0.0,158.0,102.0,86.0,58.0,118.0,32.0,150.0,1.0,2,1,3
526181689064-1,227.0,182.0,227.0,182.0,234.0,7.0,241.0,5.0,-73.0,-59.0,-73.0,-59.0,-109.0,-36.0,-145.0,-4.0,300.0,241.0,300.0,241.0,343.0,43.0,386.0,9.0,1465.0,1171.0,30.0,24.0,134.0,104.0,238.0,12.0,2,4,6
530425607472-1,4.0,8.0,4.0,8.0,-53.0,-57.0,-110.0,-9.0,-13.0,-8.0,-13.0,-8.0,-77.0,-64.0,-141.0,-19.0,17.0,16.0,17.0,16.0,24.0,7.0,31.0,10.0,577.0,465.0,13.0,8.0,79.0,66.0,145.0,20.0,1,8,9
532004246108-1,-17.0,-17.0,-17.0,-17.0,-5.0,12.0,7.0,-2.0,-18.0,-18.0,-18.0,-18.0,-31.0,-13.0,-44.0,-9.0,1.0,1.0,1.0,1.0,26.0,25.0,51.0,7.0,419.0,313.0,18.0,18.0,34.0,16.0,50.0,12.0,1,1,2
532071276310-1,-28.0,-3.0,-28.0,-3.0,-26.0,2.0,-24.0,0.0,-159.0,-103.0,-159.0,-103.0,-170.0,-11.0,-181.0,0.0,131.0,100.0,131.0,100.0,144.0,13.0,157.0,0.0,196.0,133.0,159.0,103.0,171.0,12.0,183.0,1.0,1,4,5
532784401343-1,266.0,156.0,266.0,156.0,-245.0,-511.0,-756.0,-11.0,282.0,170.0,282.0,170.0,-226.0,-508.0,-734.0,-6.0,-16.0,-14.0,-16.0,-14.0,-19.0,-3.0,-22.0,-5.0,576.0,487.0,-266.0,-156.0,246.0,512.0,758.0,12.0,11,4,15
533140668739-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,118.0,96.0,2.0,2.0,4.0,2.0,6.0,2.0,1,1,2
534740447932-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2193.0,1753.0,0.0,0.0,1.0,1.0,2.0,1.0,4,1,5
535144797436-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,-1.0,-4.0,-5.0,-2.0,-3.0,-3.0,-3.0,-3.0,2.0,5.0,7.0,3.0,756.0,573.0,-3.0,-3.0,2.0,5.0,7.0,3.0,8,1,9
535354647515-1,1328.0,1106.0,1328.0,1106.0,1392.0,65.0,1457.0,6.0,-34.0,-24.0,-34.0,-24.0,-45.0,-11.0,-56.0,-8.0,1362.0,1130.0,1362.0,1130.0,1437.0,76.0,1513.0,14.0,2257.0,1820.0,40.0,27.0,57.0,17.0,74.0,13.0,1,3,4
537970847603-1,3.0,0.0,3.0,0.0,1.0,-2.0,-1.0,2.0,-15.0,-14.0,-15.0,-14.0,-43.0,-28.0,-71.0,-3.0,18.0,14.0,18.0,14.0,44.0,26.0,70.0,5.0,499.0,400.0,21.0,19.0,50.0,29.0,79.0,6.0,1,1,2
542594122866-1,-36.0,-28.0,-36.0,-28.0,-11.0,25.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-37.0,-29.0,-37.0,-29.0,-11.0,26.0,15.0,1.0,181.0,129.0,35.0,25.0,36.0,1.0,37.0,2.0,31,7,38
54373966743-1,4.0,3.0,4.0,3.0,2.0,-2.0,0.0,1.0,-9.0,-8.0,-9.0,-8.0,-24.0,-15.0,-39.0,-9.0,13.0,11.0,13.0,11.0,26.0,13.0,39.0,10.0,271.0,225.0,9.0,8.0,25.0,16.0,41.0,10.0,1,5,6
548700815296-1,5.0,5.0,5.0,5.0,-6.0,-11.0,-17.0,-9.0,-18.0,-15.0,-18.0,-15.0,-23.0,-5.0,-28.0,-2.0,23.0,20.0,23.0,20.0,17.0,-6.0,11.0,-7.0,1032.0,769.0,-27.0,-27.0,51.0,78.0,129.0,22.0,36,5,41
552143295550-1,-13.0,-9.0,-13.0,-9.0,-13.0,0.0,-13.0,0.0,-13.0,-9.0,-13.0,-9.0,-13.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,208.0,299.0,208.0,299.0,0.0,299.0,1.0,22,2,24
555381121741-1,-121.0,-104.0,-121.0,-104.0,-167.0,-46.0,-213.0,2.0,-79.0,-77.0,-79.0,-77.0,-120.0,-41.0,-161.0,1.0,-42.0,-27.0,-42.0,-27.0,-47.0,-5.0,-52.0,1.0,274.0,212.0,69.0,58.0,246.0,177.0,423.0,1.0,3,15,18
560535484520-1,4.0,1.0,4.0,1.0,-1.0,-5.0,-6.0,1.0,-8.0,-10.0,-8.0,-10.0,-21.0,-13.0,-34.0,-1.0,12.0,11.0,12.0,11.0,20.0,8.0,28.0,2.0,312.0,240.0,8.0,10.0,24.0,16.0,40.0,4.0,1,1,2
565830903795-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1,1,2
569274523594-1,-436.0,0.0,-436.0,0.0,16.0,439.0,455.0,-5.0,6.0,3.0,6.0,3.0,9.0,-10.0,-1.0,-2.0,-442.0,-3.0,-442.0,-3.0,7.0,449.0,456.0,-3.0,872.0,384.0,26.0,10.0,25.0,12.0,37.0,6.0,7,1,8
575333688393-1,54.0,55.0,54.0,55.0,760.0,706.0,1466.0,-17.0,-24.0,-19.0,-24.0,-19.0,-30.0,-6.0,-36.0,-9.0,78.0,74.0,78.0,74.0,790.0,712.0,1502.0,-8.0,750.0,652.0,-1.0,-2.0,43.0,44.0,87.0,18.0,1,6,7
575884605337-1,18.0,17.0,18.0,17.0,15.0,-3.0,12.0,0.0,-7.0,-4.0,-7.0,-4.0,-7.0,0.0,-7.0,-2.0,25.0,21.0,25.0,21.0,22.0,-3.0,19.0,2.0,654.0,520.0,16.0,7.0,34.0,18.0,52.0,11.0,5,2,7
585789884320-1,-18.0,-16.0,-18.0,-16.0,-67.0,-49.0,-116.0,-12.0,-19.0,-17.0,-19.0,-17.0,-54.0,-35.0,-89.0,-17.0,1.0,1.0,1.0,1.0,-13.0,-14.0,-27.0,5.0,3165.0,2757.0,52.0,35.0,117.0,65.0,182.0,24.0,4,3,7
591583863134-1,-305.0,-248.0,-305.0,-248.0,-8.0,292.0,284.0,-5.0,-72.0,-63.0,-72.0,-63.0,-72.0,0.0,-72.0,-1.0,-233.0,-185.0,-233.0,-185.0,64.0,292.0,356.0,-4.0,659.0,554.0,75.0,66.0,82.0,7.0,89.0,9.0,1,2,3
59244557910-1,-3.0,-3.0,-3.0,-3.0,0.0,3.0,3.0,2.0,50.0,50.0,50.0,50.0,-1.0,-51.0,-52.0,0.0,-53.0,-53.0,-53.0,-53.0,1.0,54.0,55.0,2.0,235.0,218.0,-81.0,-80.0,2.0,83.0,85.0,3.0,2,2,4
592539767353-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,6,40,46
593078780227-1,-5.0,-3.0,-5.0,-3.0,-5.0,0.0,-5.0,0.0,,,,,,,,,,,,,,,,,608.0,535.0,608.0,535.0,608.0,0.0,608.0,1.0,6,1,7
594353169005-1,2.0,1.0,2.0,1.0,-2.0,-4.0,-6.0,0.0,8.0,1.0,8.0,1.0,4.0,-4.0,0.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,45.0,33.0,11.0,9.0,16.0,5.0,21.0,2.0,11,20,31
597032650655-1,-264.0,-223.0,-264.0,-223.0,22.0,286.0,308.0,5.0,2.0,1.0,2.0,1.0,-6.0,-8.0,-14.0,-3.0,-266.0,-224.0,-266.0,-224.0,28.0,294.0,322.0,8.0,1910.0,1519.0,1.0,3.0,31.0,30.0,61.0,8.0,1,1,2
607976624665-1,-1776.0,-1432.0,-1776.0,-1432.0,-121.0,1655.0,1534.0,9.0,-49.0,-38.0,-49.0,-38.0,-52.0,-3.0,-55.0,-2.0,-1727.0,-1394.0,-1727.0,-1394.0,-69.0,1658.0,1589.0,11.0,4302.0,3367.0,181.0,146.0,184.0,3.0,187.0,4.0,2,2,4
